title,genres,year
Home Alone: The Holiday Heist,Children/Comedy,2012
The Pokrovsky Gates,Comedy/Drama,1983
Game Of Werewolves,Comedy/Horror,2011
By The Gun,Crime/Drama,2014
The Protector 2,Action,2013
Blood,Crime/Drama,2012
Exit Humanity,Drama/Horror,2011
Omen Iv: The Awakening,Horror/Mystery,1991
Ninjas Vs. Zombies,Action/Comedy,2008
Hard To Be A God,Sci-Fi,2013
Mortuary,Horror/Mystery,2005
Spontaneous Combustion,Horror/Sci-Fi,1990
Night Terrors,Horror,1993
Trance,Mystery/Thriller,2001
Tell,Action/Crime,2014
In The Shadow Of The Machine,Documentary,1928
Kill The Messenger,Crime/Drama,2014
Dead Souls,Horror,2012
Village People,Comedy,2013
A Gorgeous Girl Like Me,Comedy/Crime,1972
Street Fighter: Assassin'S Fist,Action/Adventure,2014
Touch The Top Of The World,Drama,2006
Journey Beyond Three Seas,Adventure,1957
H6: Diario De Un Asesino,Horror/Thriller,2005
Sallah,Comedy,1964
Grant Morrison: Talking With Gods,Documentary,2010
The Universe Of Keith Haring,Documentary,2008
"Kingdom Of Dreams And Madness, The",Animation/Documentary,2013
Mei And The Kittenbus,Animation/Fantasy,2002
"Texas, Adios",Action/Western,1966
"Today We Kill, Tomorrow We Die!",Thriller/Western,1968
The Soldier On Great Maneuvers,Comedy,1978
The Devil And The Holy Water,Comedy,1983
Colt 38 Special Squad,Action/Crime,1976
Ricky & Barabba,Comedy,1992
High Test Girls,Comedy/Fantasy,1980
The Police Can'T Move,Crime,1975
A Cinderella Story: Once Upon A Song,Children/Comedy,2011
Play Motel,Crime/Horror,1979
The Great Kidnapping,Action/Crime,1973
Bring It On: In It To Win It,Comedy,2007
Independents,Documentary,2007
Between Miracles,Comedy,1972
The Rebel,Action/Crime,1980
The Night Evelyn Came Out Of The Grave,Horror/Mystery,1971
Stunt Squad,Action/Crime,1977
Fans,Comedy,1999
The Cyclone,Comedy/Romance,1996
"The Fan, The Referee And The Player",Comedy,1984
The... Beautiful Country,Comedy/Drama,1977
Savage Three,Drama,1975
A Man Called Magnum,Action/Crime,1977
The Seventh Floor,Comedy,1967
Viuuulentemente Mia,Comedy,1982
Gangsters,Action/Crime,1977
The Flower In His Mouth,Drama/Mystery,1975
Jarhead 2: Field Of Fire,Action/Drama,2014
The Mule,Comedy/Crime,2014
Chantilly Lace,Drama,1993
Shy People,Drama,1987
Shadows In An Empty Room,Crime/Drama,1976
Dots,Animation,1940
Hen Hop,Animation,1942
Rock The Boat,Animation,1944
Jingle All The Way 2,Children/Comedy,2014
The Face Of Love,Drama/Romance,2013
Every Girl Should Be Married,Comedy/Romance,1948
Eight Iron Men,Drama/War,1952
In The Folds Of The Flesh,Drama/Horror,1970
The Hobbit: The Battle Of The Five Armies,Adventure/Fantasy,2014
Selma,Drama,2014
Unbroken,Drama/War,2014
Jimi Hendrix,Documentary,1973
Black Sea,Adventure/Mystery,2015
Three Wise Fools,Comedy/Drama,1946
The Frame,Crime/Drama,2014
White Mischief,Crime/Drama,1987
Beyond Justice,Action/Adventure,1992
Zorro,Action/Adventure,1975
Puzzle,Mystery/Thriller,1974
The Bloodstained Butterfly,Mystery/Thriller,1971
Death Occurred Last Night,Crime/Drama,1970
The Bastard,Crime/Drama,1968
The Return Of Ringo,Action/Drama,1965
A Pistol For Ringo,Action/Drama,1965
The Scapegoat,Drama,1963
Kiss Kiss - Bang Bang,Adventure/Comedy,1966
The Good Lie,Drama,2014
Action Jackson,Action/Drama,2014
The Improv: 50 Years Behind The Brick Wall,Comedy/Documentary,2013
I Am Santa Claus,Comedy/Documentary,2014
"The Missing Piece: Mona Lisa, Her Thief, The True Story",Crime/Documentary,2012
Wild Heritage,Western,1958
The Widow From Chicago,Crime/Drama,1930
Lap Dance,Drama,2014
The Baby Maker,Drama,1970
Fat Pizza,Action/Adventure,2003
Good Copy Bad Copy,Documentary,2007
Comin' At Ya!,Western,1981
When The Road Bends: Tales Of A Gypsy Caravan,Documentary,2006
Holy Flying Circus,Comedy/Drama,2011
House Of The Dead 2,Action/Horror,2005
Wodehouse In Exile,Drama,2013
Zombie Reanimation,Action/Comedy,2009
Made In Jamaica,Documentary,2006
Playing It Cool,Comedy/Romance,2014
Public Sex,Comedy/Drama,2009
Blood Dolls,Comedy/Horror,1999
Cheerleader Massacre,Horror/Thriller,2003
Mclibel,Documentary,2005
National Lampoon'S Bag Boy,Comedy,2007
The Appointments Of Dennis Jennings,Comedy,1988
The Atrocity Exhibition,Drama/Horror,2000
The Beales Of Grey Gardens,Documentary,2006
Virgin Witch,Horror,1972
The Zombie Chronicles,Horror,2001
The Dust Bowl,Documentary,2012
Paris By Night,Crime/Drama,2012
Honor Among Lovers,Drama,1931
A Smoky Mountain Christmas,Fantasy,1986
Closer To The Moon,Comedy/Drama,2013
A Husband Of Round Trip,Comedy/Fantasy,1957
Marvellous,Drama,2014
Somewhere In The Night,Crime/Drama,1946
Free The Nipple,Comedy/Drama,2014
Bachelor Night,Comedy,2014
Khumba,Adventure/Animation,2013
"Girl Walks Home Alone At Night, A",Horror/Romance,2014
1981,Comedy/Drama,2009
1987,Comedy/Drama,2014
Crimi Clowns: De Movie,Comedy/Crime,2013
Dave Chappelle: For What It'S Worth,Comedy,2004
Bill Hicks: Relentless,Comedy,1992
Ellen Degeneres: The Beginning,Comedy,2000
Scooby-Doo! Abracadabra-Doo,Animation/Children,2010
Mommy,Drama,2014
A Most Violent Year,Action/Crime,2014
Wild,Drama,2014
Zebra Lounge,Thriller,2001
Rapid Fire,Action/Crime,2006
Jack The Ripper,Crime/Drama,1988
Brutal,Crime/Horror,2007
The Curse Of King Tut'S Tomb,Adventure/Fantasy,2006
Titanic,Action/Drama,1996
Butterfly Girl,Documentary,2014
Mr. Jones,Drama/Horror,2013
Top Five,Comedy,2014
Bill Burr: I'M Sorry You Feel That Way,Comedy,2014
The Uncommon Making Of Petulia,Documentary,2006
Fiddle-De-Dee,Animation/Musical,1947
Blinkity Blank,Animation,1955
Mail Early For Xmas,Animation,1959
Canon,Animation,1964
Boogie-Doodle,Animation,1948
A Chairy Tale,Animation/Comedy,1957
The Aggression Scale,Action/Crime,2012
Blackbird,Animation,1959
A Phantasy,Animation,1952
Neighbours,Animation/Comedy,1952
New York Lightboard Record,Animation/Documentary,1961
Lines: Horizontal,Animation,1962
Mosaic,Animation,1966
Begone Dull Care,Animation,1949
Synchromy,Animation,1971
And Then There Was You,Drama,2013
Straight On Till Morning,Mystery/Thriller,1972
Wild Love,Drama,2014
Redirected,Action/Comedy,2014
Don'T Blink,Horror/Mystery,2014
Raiders From Beneath The Sea,Crime/Drama,1964
The Wild Bunch: An Album In Montage,Documentary,1996
Big Eyes,Drama,2014
The Two Firefighters,Comedy,1968
Into The Woods,Children/Comedy,2014
Roaring Wheels,Action/Drama,1970
The Cop In Blue Jeans,Action/Crime,1976
Hit Squad,Action/Comedy,1976
The Son Of The Sheik,Action/Comedy,1977
Swindle,Action/Comedy,1977
Little Italy,Action/Comedy,1978
The Gang That Sold America,Action/Comedy,1979
The Finzi Detective Agency,Comedy/Crime,1979
Assassination On The Tiber,Action/Comedy,1979
"Against One Another, Virtually Friends",Comedy,1981
Crime At Porta Romana,Comedy/Crime,1980
Crime At The Chinese Restaurant,Comedy/Mystery,1981
The Haunted House,Comedy,1982
Crime On The Highway,Comedy/Crime,1982
Cat And Dog,Comedy/Crime,1983
Cop In Drag,Comedy/Crime,1984
Aladdin,Adventure/Fantasy,1986
"Rimini, Rimini: A Year Later",Comedy,1988
Scooby-Doo! And The Witch'S Ghost,Animation/Comedy,1999
"Men, Women & Children",Comedy/Drama,2014
Loins Of Punjab Presents,Comedy,2007
Animated Motion: Part 5,Animation/Documentary,1978
Narcissus,Musical,1983
A Follower For Emily,Drama,1974
Killers,Action/Crime,2014
Water-Mirror Of Granada,Documentary,1955
Penda'S Fen,Fantasy,1974
Momo,Animation/Children,2001
The Last Train Through Harecastle Tunnel,Drama,1969
Ascension,Drama/Sci-Fi,2014
The Interview,Action/Comedy,2014
Flap,Comedy/Drama,1970
Kingsman: The Secret Service,Action/Adventure,2015
Holidaze,Children/Drama,2013
Madonna'S Pig,Fantasy/Romance,2011
Night Watch,Horror/Mystery,1973
Bill Burr: You People Are All The Same,Comedy,2012
Night At The Museum: Secret Of The Tomb,Adventure/Children,2014
The Nativity,Children/Drama,1978
Teenage,Documentary,2013
Beyond The Mind'S Eye,Animation/Comedy,1992
Lunch Break,Documentary,2008
Paradox,Sci-Fi/Thriller,2010
Special Id,Action/Crime,2013
Katt Williams: The Pimp Chronicles Pt. 1,Comedy/Documentary,2006
Under The Age,Drama,1972
The Hallelujah Handshake,Drama,1970
Sovereign'S Company,Drama,1970
Summer In February,Drama/Romance,2013
Sorority Wars,Comedy/Drama,2009
Bad Karma,Horror,1991
Fear Island,Horror/Mystery,2009
The Big Flame,Drama,1969
Walking On Sunshine,Musical/Romance,2014
Cathy Come Home,Drama,1966
Heartbeat,Comedy,1938
Saving Otter 501,Documentary,2013
Wheelmen,Comedy,2005
The Private Life Of Deer,Documentary,2013
Pericles On 31St Street,Comedy/Drama,1962
The Losers,Comedy/Drama,1963
Big Brown Eyes,Comedy/Mystery,1936
How Hitler Lost The War,Documentary,1989
King Of Germany,Comedy,2013
Food Stamped,Documentary,2010
Goodbye To All That,Comedy/Drama,2014
The Punisher: Dirty Laundry,Action/Crime,2012
Presidentintekijät,Documentary,2014
Behaving Badly,Comedy,2014
Tyler Perry'S A Madea Christmas,Comedy/Drama,2013
Nicholas On Holiday,Comedy,2014
The Walking Stick,Crime/Drama,1970
The Nutcracker Prince,Adventure/Animation,1990
Bullets Don'T Argue,Western,1964
Days And Nights,Comedy/Drama,2014
Don'T Go In The Woods,Horror,1981
Pigs,Comedy,2007
Professor Beware,Comedy,1938
21-87,Documentary,1963
A Viking Saga: The Darkest Day,Action/Adventure,2013
Thérèse,Drama,2012
With Love... From The Age Of Reason,Comedy/Romance,2010
Yonkers Joe,Drama,2008
A Thousand Times Goodnight,Drama,2014
Second Skin,Thriller,2000
The Love Machine,Drama,1971
The Lost Prince,Drama,2003
Total Western,Action/Crime,2000
Tyler Perry'S Madea'S Big Happy Family,Comedy/Drama,2011
Bugs Bunny'S Looney Christmas Tales,Animation/Children,1979
12 Dates Of Christmas,Children/Comedy,2011
The Missing,Crime/Drama,2014
"Kennedys, The",Drama,2011
Quatsch Und Die Nasenbärbande,Children,2014
Teenage Dirtbag,Drama,2009
12 Wishes Of Christmas,Comedy/Fantasy,2011
An American Hippie In Israel,Action/Comedy,1972
Blast,Action,1997
Carry On Teacher,Comedy,1959
"Carry On, Constable",Comedy,1960
The Arrival Of Joachim Stiller,Drama/Fantasy,1976
Deceit,Sci-Fi,1992
Destination Gobi,Adventure/Drama,1953
Down Twisted,Action/Adventure,1987
Encore,Comedy/Drama,1951
Escape From Crime,Crime/Drama,1942
Escape In The Fog,Crime/Drama,1945
Esther And The King,Drama/Romance,1960
Even Angels Eat Beans,Action/Comedy,1973
Everyday Sunshine:  The Story Of Fishbone,Documentary,2010
Ex-Lady,Comedy/Drama,1933
Exit To Hell,Action/Horror,2013
Exorcismus,Horror,2010
Eye Of The Hurricane,Drama,2012
Eyeball,Crime/Horror,1975
Face The Music,Comedy/Drama,1993
Falling Awake,Romance/Thriller,2009
Nick Offerman: American Ham,Comedy,2014
Lemon Tree Passage,Horror/Mystery,2013
Stormheart,Children/Drama,2008
Seventh Son,Adventure/Children,2014
The Story Of Asya Klyachina,Drama/Romance,1966
Out Of The Ashes,Drama,2003
The Prophecy: Forsaken,Fantasy/Horror,2005
National Gallery,Documentary,2014
7Th Floor,Mystery/Thriller,2013
Kiss Me In The Rain,Drama/Thriller,1999
Heatstroke,Thriller,2013
The Wait,Drama/Thriller,2013
Munger Road,Horror/Mystery,2011
Myn Bala: Warriors Of The Steppe,Action/Adventure,2012
Alyce Kills,Horror/Thriller,2011
Little Witches,Horror/Thriller,1996
The Haunting Of Helena,Horror/Thriller,2012
Alice In Murderland,Horror/Thriller,2010
Elfie Hopkins: Cannibal Hunter,Horror/Thriller,2012
The Evictors,Crime/Drama,1979
On The Ice,Drama/Thriller,2011
The Case Of The Scorpion'S Tail,Mystery/Thriller,1971
Let It Snow,Children/Drama,2013
Chasing Christmas,Comedy/Fantasy,2005
Piranhaconda,Horror/Sci-Fi,2012
Corner Gas: The Movie,Comedy,2014
Charleston,Comedy/Crime,1974
Common,Crime/Drama,2014
Woman Of Antwerp,Drama,1948
Love Without Pity,Comedy/Romance,1989
Ethel,Documentary,2012
Exit Smiling,Comedy/Romance,1926
Fanny,Drama,2013
Ferngully 2: The Magical Rescue,Adventure/Animation,1998
Filthy Gorgeous: The Bob Guccione Story,Documentary,2013
Final,Drama/Sci-Fi,2001
Family Way,Comedy/Romance,2012
Miss Minoes,Children/Comedy,2001
Crazy For Christmas,Children,2005
Giovannona Long-Thigh,Comedy,1973
The Violent Professionals,Crime/Drama,1973
Gambling City,Crime/Drama,1975
Silent Action,Action/Crime,1975
The Suspicious Death Of A Minor,Comedy/Crime,1975
The Mountain Of The Cannibal God,Adventure/Horror,1978
Screamers,Action/Horror,1979
The Great Alligator,Horror,1979
Don'T Play With Tigers,Comedy,1982
The Scorpion With Two Tails,Horror,1982
If All Goes Well We Are Ruined,Comedy,1983
"Acapulco, First Beach... To The Left",Comedy,1983
Hands Of Steel,Action/Sci-Fi,1986
Casablanca Express,Action/War,1989
The Fishmen And Their Queen,Adventure/Horror,1995
Trainer On The Beach 2,Comedy,2008
Sharpe'S Gold,Action/Adventure,1995
Sharpe'S Battle,Action/Adventure,1995
Sharpe'S Sword,Action/Adventure,1995
Sharpe'S Eagle,Action/Adventure,1993
Back To School With Franklin,Animation/Children,2003
The New Babylon,Drama,1929
Let'S Kill Ward'S Wife,Comedy,2014
The Magnificent Trio,Action/Drama,1966
Force Of Execution,Action/Crime,2013
Kaksparsh,Drama,2012
A Merry Friggin' Christmas,Comedy,2014
Ask Me Anything,Drama/Mystery,2014
Three The Hard Way,Action/Thriller,1974
"Silent Night, Deadly Night 5: The Toy Maker",Horror/Sci-Fi,1991
Santa Claus,Children/Fantasy,1959
Autobus,Drama/Thriller,1991
Fame High,Documentary,2012
First A Girl,Comedy/Musical,1935
Fishtales,Children/Fantasy,2008
Fitzwilly,Comedy/Romance,1967
Jauja,Drama/Western,2014
The Grump,Comedy,2014
Summertime,Comedy,2014
Boy Upside Down,Drama,2014
The Forest,Drama/Fantasy,2012
The Swedish Moment,Comedy,2014
Raspberry Boat Refugee,Comedy,2014
"Girl, Positive",Drama,2007
Beauty Day,Documentary,2011
Everything I Can See From Here,Adventure/Animation,2013
Into The Forest Of Fireflies' Light,Animation/Drama,2011
Annie,Children/Comedy,2014
Doggiewoggiez! Poochiewoochiez!,Comedy,2012
Castle Of Blood,Horror,1964
Pk,Comedy/Drama,2014
Mirage Men,Documentary,2013
Boats,Comedy,2013
Final: The Rapture,Thriller,2013
Finders Keepers,Horror/Thriller,2014
Five Weeks In A Balloon,Action/Adventure,1962
Flesh And Blood,Drama,1922
Flirtation Walk,Musical/Romance,1934
Sansa,Drama,2003
Foodfight!,Action/Animation,2012
Forbidden,Drama/Thriller,1949
Forever Lulu,Comedy/Romance,2000
Forget Me Not,Romance,2010
Fort Massacre,Western,1958
Shaka Zulu: The Citadel,Drama,2001
Four Jills In A Jeep,Romance/War,1944
Framed,Crime/Drama,1947
Francis Of Assisi,Drama,1961
Frank & Jesse,Western,1995
Get Crazy,Comedy,1983
America: Imagine The World Without Her,Documentary,2014
Symphony Of The Soil,Adventure/Documentary,2012
Another Me,Mystery/Thriller,2013
Bang Bang,Comedy,1971
Now You Know,Comedy/Romance,2002
Rocks In My Pockets,Animation/Comedy,2014
Daughters Of Dolma,Documentary,2013
My Rainy Days,Drama/Romance,2009
Bird People,Drama/Fantasy,2014
It Felt Like Love,Drama,2013
Miss Granny,Comedy/Fantasy,2014
Intermezzo,Drama/Romance,1936
Drishyam,Children/Drama,2013
Otakus In Love,Comedy/Drama,2004
Gloriously Wasted,Comedy,2012
Thunderpants,Children/Comedy,2002
That Man Bolt,Action/Drama,1973
Island Of Terror,Horror/Sci-Fi,1966
Moon Man,Animation/Sci-Fi,2012
The Fountain,Comedy,1989
Foreign Exchange,Comedy,2008
Fracknation,Documentary,2013
Louis Cyr: The Strongest Man In The World,Drama,2013
Natural Selection,Comedy/Drama,2011
Comet,Comedy/Drama,2014
Free Ride,Action/Drama,2013
Friday Foster,Action/Crime,1975
From Above,Drama/Romance,2013
From Time To Time,Adventure/Drama,2009
Front Page Woman,Comedy/Romance,1935
Futuresport,Action/Sci-Fi,1998
A Summer In St. Tropez,Drama/Romance,1983
Garbo Talks,Comedy/Drama,1984
Garfield Gets Real,Animation/Children,2007
Garfield'S Fun Fest,Animation/Children,2008
George Lopez: America'S Mexican,Comedy,2007
"George Lopez: It'S Not Me, It'S You",Comedy,2012
"George Lopez: Tall, Dark & Chicano",Comedy,2009
Geronimo,Action/Western,1962
Get Out Of My Room,Comedy,1985
Get Yourself A College Girl,Comedy,1964
Ghost Son,Drama/Horror,2007
Ghost Team One,Comedy/Horror,2013
The Invisible Boy,Fantasy/Sci-Fi,2014
The 11 Commandments,Comedy,2004
Chappie,Action/Thriller,2015
Toy Story Toons: Partysaurus Rex,Animation/Children,2012
The Legend Of Mor'Du,Animation/Children,2012
Toy Story That Time Forgot,Animation/Children,2014
Implanted,Drama/Mystery,2013
The Salt Of The Earth,Documentary,2014
"No Retreat, No Surrender 2: Raging Thunder",Action/Adventure,1987
Vincent: A Life In Color,Documentary,2008
Lille Fridolf And I,Comedy,1956
Daar,Drama/Horror,1993
The Call Of The Wild,Adventure/Children,1972
Hotel Sahara,Comedy/Romance,1951
Double Confession,Crime/Drama,1950
Across The Bridge,Crime/Drama,1957
The Hellions,Adventure/Drama,1961
The Biggest Bundle Of Them All,Comedy/Crime,1968
A Master Builder,Drama,2013
The Snow White Murder Case,Drama/Mystery,2014
Gimme Shelter,Drama,2013
Big Shot: Confessions Of A Campus Bookie,Drama,2002
Girls Gone Dead,Comedy/Horror,2012
Go For It!,Drama/Musical,2011
Going Hollywood,Musical/Romance,1933
Jim Breuer: And Laughter For All,Comedy,2013
In Vogue: The Editor?S Eye,Documentary,2012
Savannah,Drama/Romance,2013
3 Simoa,Comedy,2012
The Fool,Drama,2014
The Disappeared,Documentary,2008
The Dark Matter Of Love,Documentary,2012
Out Of The Clear Blue Sky,Documentary,2012
The Call Of The Wild,Adventure,1976
Taken 3,Action/Crime,2015
Blackhat,Action/Crime,2015
Tiger Eyes,Drama,2012
Santa Fe,Action/Romance,1951
Home Of The Brave,Documentary,2004
Beck - Rum 302,Crime/Mystery,2015
Odd Girl Out,Drama,2005
By The Law,Drama,1926
Queen Sized,Comedy/Drama,2008
Tru Confessions,Children/Comedy,2002
All The Fine Young Cannibals,Drama/Romance,1960
Headfirst,Drama,2014
"Eila, Rampe And Likka",Comedy,2014
Lady Liberty,Comedy,1971
Night Train,Drama/Mystery,1959
Somersault,Drama,1965
Korso,Drama,2014
Nocturna,Adventure/Animation,2007
Son Of A Gun,Action/Crime,2014
The Land,Documentary,1942
Grass: A Nation'S Battle For Life,Documentary,1925
City In The Sea,Adventure/Fantasy,1965
Naughty Girl,Comedy/Musical,1956
The Vixen,Comedy,1969
The Big Shave,Drama/Horror,1968
Terminator Genisys,Action/Adventure,2015
Bad Day On The Block,Drama/Thriller,1997
Those Awful Hats,Comedy,1909
Robin Williams: Weapons Of Self Destruction,Comedy,2009
John Mulaney: New In Town,Comedy,2012
Come Dance With Me!,Crime/Drama,1959
Patton Oswalt: Finest Hour,Comedy,2011
Patton Oswalt: My Weakness Is Strong,Comedy,2009
Patton Oswalt: Werewolves And Lollipops,Comedy,2007
Kevin Nealon: Now Hear Me Out!,Comedy,2009
"Kevin Nealon: Whelmed, But Not Overly",Comedy,2012
The War At Home,Documentary/War,1979
One Bright Shining Moment,Documentary,2005
The Woman In Black 2: Angel Of Death,Drama/Horror,2015
The Hound Of The Baskervilles,Crime/Drama,1988
Dealin' With Idiots,Comedy,2013
Super Capers,Action/Adventure,2009
Fight For Your Right Revisited,Comedy,2011
Busting,Crime/Drama,1974
Comes A Bright Day,Romance,2012
Frankenstein,Drama/Horror,2004
"North And South, Book Ii",Drama/Romance,1986
Penthouse North,Drama/Mystery,2013
Cheeky Girls,Comedy,2008
Fresh Guacamole,Animation,2012
Adam And Dog,Animation,2012
Bloodsuckers,Action/Horror,2005
Poolsite,Crime/Drama,2012
Animal,Action/Comedy,1977
Doodlebug,Fantasy/Mystery,1997
Jean-Luc Cinema Godard,Documentary,2009
Tropico,Drama/Fantasy,2013
Employees Leaving The Lumière Factory,Documentary,1895
A Night At The Movies: The Horrors Of Stephen King,Documentary/Horror,2011
A Night At The Movies: The Suspenseful World Of Thrillers,Documentary,2009
"White, Red And Verdone",Comedy,1981
Talcum Powder,Comedy,1982
Soap And Water,Comedy,1983
The Two Policemen,Comedy,1984
Great!,Comedy,1986
Me And My Sister,Comedy,1987
Classmates,Comedy/Drama,1988
The Child And The Policeman,Comedy,1989
Damned The Day I Met You,Comedy,1992
Let'S Not Keep In Touch!,Comedy,1994
Honeymoons,Comedy,1995
I'M Crazy About Iris Blond,Comedy/Romance,1996
Grouse,Comedy,1998
A Chinese In A Coma,Comedy,2000
Love Is Eternal While It Lasts,Comedy/Romance,2004
What Fault Is It Of Ours?,Comedy,2003
My Best Enemy,Comedy,2006
"Big, Large And Verdone",Comedy,2008
Man On High Heels,Action/Comedy,2014
Miss Zombie,Horror,2013
Under A Lucky Star,Comedy,2014
Shinbone Alley,Animation/Comedy,1970
Lullaby,Drama,2014
Over Your Dead Body,Horror,2014
A Walk In The Old City Of Warsaw,Documentary,1958
Korengal,Documentary/War,2014
The Hire: Powder Keg,Action,2001
The Hire: Chosen,Action,2001
The Hire: Ambush,Action,2001
The Hire: Ticker,Action/Adventure,2002
The Hire: Beat The Devil,Action/Adventure,2002
The Hire: Hostage,Action/Adventure,2002
"Pancho, The Millionaire Dog",Children/Comedy,2014
The Reef 2: High Tide,Animation/Children,2012
Filly Brown,Drama,2012
Winter Of Discontent,Drama,2012
The Nautical Chart,Adventure,2007
All Relative,Comedy/Drama,2014
Imagine I'M Beautiful,Drama,2014
The Body Of My Enemy,Crime/Drama,1976
Pasha,Crime/Drama,1968
The Gentleman From Epsom,Comedy/Crime,1962
The Great Spy Chase,Action/Comedy,1964
Taxi For Tobruk,Drama/War,1961
Viy,Adventure/Fantasy,2014
"Excuse Me Darling, But Lucas Loved Me",Comedy,1997
Stay,Drama,2013
No Distance Left To Run,Documentary,2010
Santos,Adventure/Comedy,2008
A Patriotic Man,Comedy/Drama,2013
Houdini,Drama,2014
A Night For Dying Tigers,Drama,2010
Fear,Drama,1954
Hedda Gabler,Drama,1963
Angele,Drama,1934
Harvest,Drama,1937
The Well-Digger'S Daughter,Comedy/Drama,1940
Topaze,Comedy,1951
Manon Of The Spring,Drama,1952
The House On 56Th Street,Drama,1933
Daughter Of Shanghai,Crime/Drama,1937
Lady Gangster,Crime/Drama,1942
To Grandmother'S House We Go,Adventure/Children,1992
101 Dalmatians Ii: Patch'S London Adventure,Animation/Children,2003
Riptide,Drama,1949
Justin Bieber: Never Say Never,Documentary,2011
Van Wilder: Freshman Year,Comedy,2009
V,Drama/Sci-Fi,1983
Shriek If You Know What I Did Last Friday The Thirteenth,Comedy/Horror,2000
Tarzan,Adventure/Animation,2013
Highlander: The Source,Action/Adventure,2007
"North And South, Book I",Drama/Romance,1985
Seed,Horror,2006
Streetdance 2,Drama/Romance,2012
The Car,Horror/Mystery,1977
The Hungover Games,Comedy,2014
Ishq,Action/Comedy,1997
Nurse 3D,Horror/Thriller,2013
Wrong Turn 5: Bloodlines,Horror/Thriller,2012
How The West Was Fun,Children/Western,1994
A Cry In The Wild,Action/Adventure,1990
Flu,Action/Drama,2013
Mccullin,Documentary,2012
The Fox & The Child,Adventure/Children,2007
Lili'S Apron,Comedy,2004
The White Haired Witch Of Lunar Kingdom,Action/Fantasy,2014
Kevin Hart: Let Me Explain,Comedy/Documentary,2013
"Tad, The Lost Explorer",Adventure/Animation,2012
V: The Final Battle,Action/Sci-Fi,1984
Tactical Force,Action/Comedy,2011
Shark Attack 3: Megalodon,Horror,2002
Prowl,Horror,2010
The Duke Of Burgundy,Drama,2014
Red Army,Documentary,2014
Must Have Been Love,Drama/Romance,2012
Shortcut To Happiness,Comedy/Drama,2003
Java Heat,Action/Crime,2013
The Sasquatch Gang,Comedy,2006
Peeples,Comedy/Romance,2013
Save The Last Dance 2,Drama/Romance,2006
The Skeptic,Horror/Thriller,2009
Room 6,Horror/Mystery,2006
When In Rome,Children/Comedy,2002
The Expelled,Horror/Thriller,2010
Tyler Perry'S The Single Moms Club,Comedy/Drama,2014
Nothing Left To Fear,Horror,2013
Lake Dead,Horror/Thriller,2007
Hansel & Gretel,Drama/Fantasy,2007
Nine Lives,Horror/Thriller,2002
The Power Of Few,Action/Crime,2013
Unearthed,Horror/Mystery,2007
Major Movie Star,Adventure/Comedy,2008
Gun,Action/Crime,2010
Rest Stop: Don'T Look Back,Horror/Thriller,2008
Sabata,Action/Western,1969
The Reunion,Action/Drama,2011
I Am Ali,Documentary,2014
Supermensch: The Legend Of Shep Gordon,Documentary,2013
It Follows,Horror,2014
Take A Girl Like You,Comedy/Drama,1970
The Anomaly,Action/Sci-Fi,2014
Sinbad: The Fifth Voyage,Action/Adventure,2014
A Life In Dirty Movies,Documentary,2013
Sweeney Todd: The Demon Barber Of Fleet Street,Drama/Horror,1982
Touchback,Children/Drama,2011
Unit 7,Action/Drama,2012
Wishmaster 3: Beyond The Gates Of Hell,Fantasy/Horror,2001
The Magical Legend Of The Leprechauns,Adventure/Children,1999
Thunderstruck,Children/Comedy,2012
The Town That Dreaded Sundown,Horror/Thriller,2014
White Elephant,Drama,2012
The Tattooist,Horror/Thriller,2007
Leprechaun: Back 2 Tha Hood,Comedy/Fantasy,2003
Summer'S Moon,Horror/Thriller,2009
The Stranger,Action/Thriller,2010
The Shortcut,Horror/Mystery,2009
Sometimes They Come Back... Again,Horror,1996
The Dentist 2,Crime/Horror,1998
Highway To Hell,Action/Comedy,1991
U.F.O.,Action/Sci-Fi,2012
Little Lord Fauntleroy,Children/Drama,1980
Horror On Snape Island,Horror,1972
The Six Wives Of Henry Lefay,Comedy,2009
Swinging With The Finkels,Comedy/Romance,2011
The Power And The Glory,Drama,1961
The Girl From Nagasaki,Drama/Romance,2013
Man Exposed,Comedy/Drama,2006
All Fall Down,Drama,1962
Over My Dead Body,Comedy/Fantasy,1995
Run If You Can,Drama,2010
Someone'S Gaze,Animation,2013
Time Freak,Comedy/Sci-Fi,2011
Above Us Only Sky,Drama,2011
Goodbye To Language 3D,Drama,2014
The Perfect World Of Kai,Animation/Drama,2007
Planet Of Dinosaurs,Drama/Sci-Fi,1977
The Berlin File,Action/Drama,2013
The Attorney,Drama,2013
The Hatchet Man,Crime/Drama,1932
Twelve Angry Men,Drama,1963
The Final Girl,Drama,2010
Dot And The Whale,Animation/Children,1986
The Blood Of Fu Manchu,Adventure/Crime,1968
All Things Fall Apart,Drama,2011
Altitude,Horror/Mystery,2010
Carry On Cabby,Adventure/Comedy,1963
Carry On Behind,Comedy,1975
Carry On Cruising,Comedy/Romance,1962
China Girl,Crime/Drama,1987
Cops And Robbers,Comedy/Crime,1973
Never A Dull Moment,Children/Comedy,1968
Cyrus: Mind Of A Serial Killer,Crime/Horror,2010
Memories Of My Melancholy Whores,Comedy/Drama,2011
Get A Horse!,Animation/Children,2013
Happy New Year,Action/Comedy,2014
Bill Burr: Let It Go,Comedy,2010
