Rooms,Type,Price,Bathroom,Landsize,YearBuilt,Regionname,h,t,u,Eastern Metropolitan,Eastern Victoria,Northern Metropolitan,Northern Victoria,South-Eastern Metropolitan,Southern Metropolitan,Western Metropolitan,Western Victoria
4,h,1065000.0,2.0,521.0,1978.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
3,t,1050173.344955408,2.0,521.0,1970.0,Eastern Metropolitan,0,1,0,1,0,0,0,0,0,0,0
3,h,1050173.344955408,1.0,326.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
4,h,1050173.344955408,2.0,742.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
3,u,772000.0,2.0,521.0,1970.0,South-Eastern Metropolitan,0,0,1,0,0,0,0,1,0,0,0
4,h,750000.0,2.0,629.0,2010.0,South-Eastern Metropolitan,1,0,0,0,0,0,0,1,0,0,0
4,h,1635000.0,2.0,521.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
2,t,820000.0,2.0,521.0,1970.0,Eastern Metropolitan,0,1,0,1,0,0,0,0,0,0,0
4,t,760000.0,2.0,521.0,1970.0,Western Metropolitan,0,1,0,0,0,0,0,0,0,1,0
2,u,621000.0,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
2,u,650000.0,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
3,t,1050173.344955408,2.0,521.0,1970.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
3,t,1085000.0,2.0,521.0,1970.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
5,h,3300000.0,2.0,624.0,1901.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,h,1050173.344955408,3.0,687.0,2004.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,h,1050173.344955408,2.0,394.0,1900.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,t,1060000.0,2.0,521.0,1970.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
5,h,5150000.0,3.0,662.0,2005.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,u,650000.0,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
2,t,2550000.0,2.0,521.0,1970.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
4,h,1050173.344955408,2.0,521.0,1940.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,h,1050173.344955408,4.0,849.0,2010.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,t,2530000.0,4.0,832.0,1970.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
3,t,950000.0,2.0,217.0,2000.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
4,h,2800000.0,3.0,692.0,2012.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,t,2100000.0,3.0,521.0,2017.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
6,h,3210000.0,6.0,847.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,1050173.344955408,3.0,602.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,h,3320000.0,3.0,521.0,2005.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
5,h,1050173.344955408,3.0,648.0,2013.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,h,1330000.0,2.0,306.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,h,1050173.344955408,3.0,521.0,1980.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,t,1050173.344955408,2.0,521.0,2013.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
6,h,2370000.0,3.0,521.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,t,575000.0,2.0,521.0,1970.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
3,h,1050173.344955408,1.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,u,320000.0,2.0,521.0,1970.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
3,t,682500.0,2.0,521.0,1970.0,Western Metropolitan,0,1,0,0,0,0,0,0,0,1,0
3,t,640000.0,2.0,521.0,1970.0,Western Metropolitan,0,1,0,0,0,0,0,0,0,1,0
3,h,860000.0,1.0,521.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
4,h,1360000.0,1.0,220.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,1050173.344955408,2.0,334.0,1920.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,1470000.0,2.0,464.0,1925.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
5,h,1475000.0,4.0,216.0,2001.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,1895000.0,3.0,451.0,1950.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,u,690000.0,2.0,521.0,1970.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
2,u,420500.0,1.0,5497.0,2011.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
2,u,395000.0,2.0,521.0,1970.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
2,u,420000.0,2.0,521.0,1970.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
3,h,1050000.0,1.0,424.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,1336500.0,1.0,685.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,t,730000.0,2.0,521.0,1970.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
3,h,665000.0,1.0,521.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
4,h,1050173.344955408,3.0,315.0,2017.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
5,h,1748000.0,3.0,521.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
4,h,1050173.344955408,3.0,521.0,1975.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
4,h,1225000.0,2.0,668.0,1898.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
6,h,1430000.0,4.0,521.0,1983.0,Northern Victoria,1,0,0,0,0,0,1,0,0,0,0
3,h,880000.0,2.0,521.0,1930.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,800000.0,2.0,521.0,1984.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,820500.0,2.0,609.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,855000.0,2.0,594.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,910000.0,2.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,853000.0,2.0,521.0,1980.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,1050173.344955408,2.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,800888.0,2.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
5,h,1050173.344955408,3.0,692.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,u,380000.0,2.0,521.0,1970.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
4,h,1300000.0,2.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,u,556000.0,2.0,521.0,1970.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
4,h,1050173.344955408,2.0,521.0,1976.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,1200000.0,1.0,654.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,1050173.344955408,2.0,521.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,1300000.0,1.0,739.0,1960.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,970000.0,2.0,536.0,1960.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
4,h,1050173.344955408,3.0,269.0,2014.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
3,u,902500.0,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
4,h,1950000.0,3.0,521.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
5,h,2230000.0,2.0,572.0,1918.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,t,1890000.0,3.0,342.0,1970.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
3,h,668000.0,1.0,595.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,1820000.0,2.0,521.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
5,h,3230000.0,3.0,1053.0,1925.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,1050173.344955408,1.0,521.0,1910.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
5,h,4125000.0,4.0,521.0,1975.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,h,1050173.344955408,3.0,521.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
1,u,350000.0,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
3,t,1260000.0,2.0,276.0,1999.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
4,h,980000.0,1.0,987.0,1960.0,South-Eastern Metropolitan,1,0,0,0,0,0,0,1,0,0,0
3,h,560000.0,2.0,559.0,1995.0,South-Eastern Metropolitan,1,0,0,0,0,0,0,1,0,0,0
4,h,1050173.344955408,2.0,276.0,1910.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,u,630000.0,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
2,u,550000.0,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
4,h,3630000.0,2.0,521.0,1935.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,u,1050173.344955408,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
1,u,285000.0,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
1,u,420000.0,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
2,u,590250.0,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
3,u,756000.0,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
4,h,1050173.344955408,3.0,534.0,1940.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,u,520000.0,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
3,t,1050173.344955408,2.0,521.0,1970.0,Southern Metropolitan,0,1,0,0,0,0,0,0,1,0,0
4,h,1150000.0,1.0,737.0,1960.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
2,h,501000.0,1.0,172.0,1970.0,South-Eastern Metropolitan,1,0,0,0,0,0,0,1,0,0,0
4,t,946000.0,2.0,521.0,1970.0,South-Eastern Metropolitan,0,1,0,0,0,0,0,1,0,0,0
2,u,535000.0,2.0,521.0,1970.0,South-Eastern Metropolitan,0,0,1,0,0,0,0,1,0,0,0
5,h,1495000.0,2.0,557.0,1950.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,h,1205000.0,2.0,521.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
4,h,1100000.0,2.0,521.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,715000.0,2.0,521.0,1970.0,Eastern Victoria,1,0,0,0,1,0,0,0,0,0,0
3,u,661000.0,2.0,521.0,1970.0,South-Eastern Metropolitan,0,0,1,0,0,0,0,1,0,0,0
4,h,1163000.0,1.0,705.0,1970.0,South-Eastern Metropolitan,1,0,0,0,0,0,0,1,0,0,0
4,h,1050173.344955408,2.0,700.0,1975.0,South-Eastern Metropolitan,1,0,0,0,0,0,0,1,0,0,0
3,h,1050173.344955408,1.0,933.0,1970.0,South-Eastern Metropolitan,1,0,0,0,0,0,0,1,0,0,0
3,h,881000.0,1.0,719.0,1970.0,South-Eastern Metropolitan,1,0,0,0,0,0,0,1,0,0,0
3,h,1050173.344955408,1.0,650.0,1960.0,South-Eastern Metropolitan,1,0,0,0,0,0,0,1,0,0,0
3,t,1050173.344955408,2.0,521.0,1970.0,South-Eastern Metropolitan,0,1,0,0,0,0,0,1,0,0,0
3,h,942500.0,3.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,1600000.0,2.0,299.0,1920.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,1050173.344955408,2.0,473.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,1380000.0,2.0,402.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,970000.0,1.0,391.0,1940.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,1631000.0,2.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,770000.0,2.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,h,975000.0,1.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,1050173.344955408,1.0,626.0,1920.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,1050173.344955408,1.0,317.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,1151000.0,1.0,426.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,935000.0,1.0,278.0,1910.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,h,870000.0,1.0,368.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,t,735000.0,2.0,521.0,2014.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
3,h,630000.0,2.0,859.0,1980.0,Eastern Victoria,1,0,0,0,1,0,0,0,0,0,0
3,h,1460000.0,2.0,151.0,1890.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,600000.0,2.0,610.0,1980.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,468000.0,2.0,320.0,2008.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,616000.0,2.0,538.0,2010.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,583000.0,2.0,400.0,2011.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,580000.0,2.0,400.0,2015.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,513000.0,2.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,600000.0,2.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,t,470000.0,2.0,179.0,2015.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
4,h,585000.0,1.0,691.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,660000.0,2.0,398.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,665000.0,2.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,615000.0,1.0,693.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,h,945000.0,1.0,4452.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,1050173.344955408,2.0,838.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
5,h,965000.0,2.0,521.0,1950.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
3,h,995000.0,1.0,864.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
3,h,1050173.344955408,1.0,864.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
5,h,900000.0,3.0,521.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
4,h,1320000.0,2.0,521.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
5,h,1050173.344955408,2.0,1089.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
4,h,1040000.0,2.0,521.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
4,h,870000.0,2.0,521.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
3,h,850000.0,1.0,521.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
3,h,452000.0,1.0,1038.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,446000.0,1.0,521.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,475000.0,1.0,588.0,1960.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,505500.0,1.0,614.0,1965.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,u,393000.0,2.0,521.0,1970.0,South-Eastern Metropolitan,0,0,1,0,0,0,0,1,0,0,0
3,h,687000.0,2.0,521.0,1950.0,South-Eastern Metropolitan,1,0,0,0,0,0,0,1,0,0,0
4,h,723000.0,3.0,650.0,1970.0,South-Eastern Metropolitan,1,0,0,0,0,0,0,1,0,0,0
3,h,1050173.344955408,1.0,521.0,1970.0,South-Eastern Metropolitan,1,0,0,0,0,0,0,1,0,0,0
3,h,2250000.0,2.0,819.0,1920.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,680000.0,1.0,521.0,1950.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,h,1050173.344955408,2.0,537.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
6,h,1050173.344955408,3.0,521.0,2005.0,Northern Victoria,1,0,0,0,0,0,1,0,0,0,0
3,h,827000.0,2.0,521.0,1985.0,Northern Victoria,1,0,0,0,0,0,1,0,0,0,0
5,h,1050000.0,2.0,521.0,1970.0,South-Eastern Metropolitan,1,0,0,0,0,0,0,1,0,0,0
5,h,1105000.0,3.0,620.0,1970.0,South-Eastern Metropolitan,1,0,0,0,0,0,0,1,0,0,0
4,h,1050173.344955408,2.0,679.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
4,h,1325000.0,2.0,634.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
3,u,780000.0,2.0,521.0,1970.0,Eastern Metropolitan,0,0,1,1,0,0,0,0,0,0,0
3,h,865000.0,2.0,392.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
4,h,1927000.0,2.0,1036.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
3,h,1325000.0,1.0,521.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
3,h,905000.0,2.0,513.0,1995.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
3,u,1050173.344955408,2.0,521.0,1970.0,Eastern Metropolitan,0,0,1,1,0,0,0,0,0,0,0
3,h,1050173.344955408,1.0,521.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
5,h,1440000.0,2.0,704.0,1994.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
4,h,1050173.344955408,2.0,652.0,1980.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
4,h,1050173.344955408,2.0,521.0,1970.0,Northern Victoria,1,0,0,0,0,0,1,0,0,0,0
4,h,570000.0,2.0,511.0,2011.0,Northern Victoria,1,0,0,0,0,0,1,0,0,0,0
3,h,600000.0,1.0,521.0,1970.0,South-Eastern Metropolitan,1,0,0,0,0,0,0,1,0,0,0
3,h,1288000.0,2.0,521.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
2,u,1050173.344955408,2.0,521.0,1970.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
3,h,670000.0,2.0,521.0,1970.0,South-Eastern Metropolitan,1,0,0,0,0,0,0,1,0,0,0
3,h,1000000.0,2.0,612.0,1970.0,South-Eastern Metropolitan,1,0,0,0,0,0,0,1,0,0,0
4,h,1050173.344955408,2.0,991.0,1970.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,h,777500.0,2.0,521.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
2,u,425000.0,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
5,h,3200000.0,3.0,433.0,1910.0,Southern Metropolitan,1,0,0,0,0,0,0,0,1,0,0
3,u,942000.0,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
1,u,1050173.344955408,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
2,u,655000.0,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
2,u,1050173.344955408,2.0,521.0,1970.0,Southern Metropolitan,0,0,1,0,0,0,0,0,1,0,0
4,h,1050173.344955408,3.0,448.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,u,475000.0,2.0,521.0,1970.0,Western Metropolitan,0,0,1,0,0,0,0,0,0,1,0
3,t,820000.0,2.0,521.0,1970.0,Western Metropolitan,0,1,0,0,0,0,0,0,0,1,0
1,u,322000.0,2.0,521.0,1970.0,Western Metropolitan,0,0,1,0,0,0,0,0,0,1,0
3,t,880000.0,2.0,521.0,1990.0,Western Metropolitan,0,1,0,0,0,0,0,0,0,1,0
3,h,1110000.0,1.0,572.0,1950.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
5,h,1560000.0,3.0,521.0,1910.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,t,1100000.0,2.0,521.0,1970.0,Western Metropolitan,0,1,0,0,0,0,0,0,0,1,0
4,h,2455000.0,2.0,766.0,1920.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
4,h,1420000.0,2.0,521.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
4,h,2600000.0,3.0,521.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
5,h,1050173.344955408,2.0,521.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
2,u,440000.0,2.0,521.0,1970.0,Western Metropolitan,0,0,1,0,0,0,0,0,0,1,0
6,h,2500000.0,3.0,1212.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,h,1275000.0,1.0,324.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
4,h,1540000.0,1.0,889.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,h,820000.0,2.0,337.0,1940.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
4,h,1655000.0,2.0,809.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,h,1050173.344955408,1.0,521.0,1900.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,1225000.0,2.0,338.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,710000.0,1.0,632.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,645000.0,1.0,616.0,1960.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,910000.0,1.0,639.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,830000.0,1.0,690.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,t,542000.0,1.0,642.0,2008.0,Northern Metropolitan,0,1,0,0,0,1,0,0,0,0,0
3,h,725000.0,2.0,1059.0,1956.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
4,h,940000.0,2.0,900.0,1991.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
4,h,1050173.344955408,2.0,521.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
3,h,1050173.344955408,1.0,718.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
2,u,790000.0,2.0,521.0,1970.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
3,h,1305000.0,2.0,506.0,1880.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,u,1050173.344955408,2.0,521.0,1970.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
1,u,472500.0,2.0,521.0,1970.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
2,h,1370000.0,1.0,147.0,1970.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,2630000.0,2.0,521.0,1910.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
4,h,1050173.344955408,2.0,521.0,1890.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,h,1450000.0,1.0,186.0,1890.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
2,u,782000.0,2.0,521.0,1970.0,Northern Metropolitan,0,0,1,0,0,1,0,0,0,0,0
2,h,1175000.0,1.0,234.0,1890.0,Northern Metropolitan,1,0,0,0,0,1,0,0,0,0,0
3,h,940000.0,1.0,521.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
4,h,1420000.0,1.0,594.0,1900.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,h,890000.0,1.0,521.0,1940.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
3,h,975000.0,2.0,147.0,1970.0,Western Metropolitan,1,0,0,0,0,0,0,0,0,1,0
4,h,1015000.0,2.0,521.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
3,h,1050173.344955408,1.0,585.0,1970.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
4,h,1050173.344955408,2.0,619.0,1960.0,Eastern Metropolitan,1,0,0,1,0,0,0,0,0,0,0
3,h,1050173.344955408,1.0,521.0,1970.0,South-Eastern Metropolitan,1,0,0,0,0,0,0,1,0,0,0
3,h,1050173.344955408,1.0,521.0,1930.0,South-Eastern Metropolitan,1,0,0,0,0,0,0,1,0,0,0
3,h,700000.0,2.0,594.0,1970.0,South-Eastern Metropolitan,1,0,0,0,0,0,0,1,0,0,0
3,u,610000.0,2.0,521.0,1970.0,South-Eastern Metropolitan,0,0,1,0,0,0,0,1,0,0,0
2,h,1050173.344955408,2.0,521.0,1920.0,South-Eastern Metropolitan,1,0,0,0,0,0,0,1,0,0,0
4,h,595000.0,2.0,599.0,1960.0,Eastern Victoria,1,0,0,0,1,0,0,0,0,0,0
4,h,737500.0,2.0,773.0,1970.0,South-Eastern Metropolitan,1,0,0,0,0,0,0,1,0,0,0
