id,zipcode,sqft,bedrooms,bathrooms,floors,year_built,lot_size,garage_spaces,has_pool,has_fireplace,condition,heating_type,hoa_fee,days_on_market,walk_score,crime_rate,price,price_per_sqft,age,is_new
1873,75009,2683,3,2.4,1,1976,4083,1,0,1,5,Gas,0.0,90,51.7,21.5,650574,242.48,49,0
1874,75009,3524,1,1.5,1,2007,5395,1,0,0,2,Gas,716.47,167,61.7,34.5,657021,186.44,18,0
1875,75001,1950,4,3.7,1,1977,8298,1,0,1,5,None,0.0,146,65.8,52.2,725584,372.09,48,0
1876,75013,2267,3,2.4,1,1950,6290,0,0,1,5,Gas,627.76,164,81.3,42.8,862965,380.66,75,0
1877,75010,3138,6,3.3,2,1974,300,2,0,1,3,Electric,0.0,85,53.3,87.5,1162477,370.45,51,0
1878,75007,2143,4,3.6,1,2003,1328,1,0,0,3,Electric,359.9,172,57.4,59.6,657252,306.7,22,0
1879,75001,414,2,1.6,2,1986,13339,1,0,1,2,Gas,0.0,27,67.6,70.5,264269,638.33,39,0
1880,75006,1731,3,2.4,2,1963,4266,1,0,0,2,Electric,280.99,137,76.5,28.8,545464,315.11,62,0
1881,75009,1785,1,1.0,2,1961,2465,1,1,0,3,Electric,0.0,179,63.1,7.6,469544,263.05,64,0
1882,75002,2080,2,2.9,1,1977,12218,2,0,1,5,Electric,0.0,193,38.7,23.1,806005,387.5,48,0
1883,75010,1613,4,1.0,1,1987,4414,0,1,0,4,Gas,0.0,107,52.1,56.9,616423,382.16,38,0
1884,75002,3390,5,2.0,2,1986,2213,0,0,0,2,Solar,0.0,119,71.4,45.4,973591,287.19,39,0
1885,75002,3310,4,1.7,1,1973,4743,1,0,1,4,Electric,0.0,178,58.2,45.4,1079638,326.17,52,0
1886,75002,1023,7,2.8,1,2011,4390,3,0,0,3,Solar,0.0,7,68.3,25.2,532885,520.9,14,0
1887,75010,1445,3,2.0,1,1973,10054,1,0,0,5,Electric,0.0,87,50.1,61.4,632021,437.38,52,0
1888,75009,2635,6,2.7,1,2024,5503,1,0,1,3,Solar,0.0,2,88.1,44.3,590801,224.21,1,1
1889,75010,1511,5,1.1,1,2019,8724,1,0,1,4,Gas,0.0,161,28.7,39.6,693149,458.74,6,0
1890,75002,1753,6,2.9,1,2014,1941,1,0,1,4,Gas,0.0,130,85.3,17.5,594284,339.01,11,0
1891,75007,1527,5,3.2,2,1972,14901,2,0,1,3,Electric,0.0,38,68.5,32.9,574074,375.95,53,0
1892,75013,2845,3,2.4,1,2014,10479,1,0,0,3,Gas,0.0,33,58.1,57.7,1166434,409.99,11,0
1893,75006,1957,8,2.1,2,1985,5482,0,0,1,5,Gas,0.0,103,69.5,46.2,670392,342.56,40,0
1894,75013,2753,2,1.9,1,1979,9136,3,0,1,5,Electric,0.0,51,56.2,48.1,1120960,407.18,46,0
1895,75013,1653,5,3.1,2,2022,2928,2,0,0,3,Solar,0.0,110,79.2,32.7,924803,559.47,3,1
1896,75001,2478,3,1.8,1,1987,7683,2,0,1,2,Electric,0.0,72,53.7,39.8,936723,378.02,38,0
1897,75007,1842,1,2.3,2,1971,6816,1,1,0,4,Gas,0.0,45,67.4,23.8,566156,307.36,54,0
1898,75009,2115,4,1.9,1,1976,5300,1,0,1,3,Gas,0.0,91,66.3,51.1,489003,231.21,49,0
1899,75001,1743,2,3.2,2,1959,9438,1,0,1,3,Gas,0.0,55,80.7,17.7,704558,404.22,66,0
1900,75006,1844,4,2.2,1,1997,9036,1,0,1,5,Gas,0.0,55,67.6,50.6,640992,347.61,28,0
1901,75001,1945,2,1.5,1,2000,6189,1,0,1,2,Gas,425.34,129,81.9,26.3,672855,345.94,25,0
1902,75009,2150,5,2.8,1,2017,1763,1,0,1,3,Electric,92.72,31,92.4,67.9,555197,258.23,8,0
1903,75007,2470,6,2.4,1,1954,10391,2,0,0,3,Gas,0.0,176,68.1,37.5,633282,256.39,71,0
1904,75002,1429,3,2.0,1,1968,5718,1,1,0,4,Gas,225.46,58,60.6,59.3,536590,375.5,57,0
1905,75010,1207,8,2.2,2,2000,10092,1,0,0,3,Gas,0.0,124,51.8,50.5,595309,493.21,25,0
1906,75009,2757,5,2.5,1,1994,11857,2,0,0,1,Gas,0.0,147,59.4,42.0,716602,259.92,31,0
1907,75006,3224,4,2.5,1,1985,6629,3,0,0,3,Gas,0.0,102,66.0,21.9,827371,256.63,40,0
1908,75013,2577,3,3.4,1,2014,9638,1,0,0,4,Gas,240.57,24,50.5,27.9,988332,383.52,11,0
1909,75013,2785,5,2.3,1,1960,12455,2,0,1,4,Gas,0.0,51,96.2,45.0,1278260,458.98,65,0
1910,75002,1777,6,3.2,1,1979,3019,2,0,0,4,Electric,194.7,112,66.4,45.3,684383,385.13,46,0
1911,75013,2370,1,1.1,2,2015,820,3,0,0,4,Electric,0.0,130,66.7,35.6,806443,340.27,10,0
1912,75009,2260,3,4.0,1,1982,13673,0,0,1,4,Gas,0.0,2,64.3,44.2,540020,238.95,43,0
1913,75013,2105,6,3.3,2,1980,8258,2,0,0,3,Electric,0.0,21,68.0,41.9,914968,434.66,45,0
1914,75002,1490,3,2.2,2,2005,3969,2,0,0,1,Gas,554.19,49,67.9,27.0,515453,345.94,20,0
1915,75001,1028,2,2.2,1,1999,11927,2,0,1,4,Solar,63.21,179,65.8,25.0,501140,487.49,26,0
1916,75001,2746,8,3.2,1,1963,9875,1,0,0,3,Electric,0.0,193,63.4,67.0,1036700,377.53,62,0
1917,75007,2469,2,1.1,1,1962,7967,1,0,0,2,Electric,0.0,1,51.9,36.6,633110,256.42,63,0
1918,75001,1605,2,1.5,1,2015,10186,1,1,0,3,None,0.0,115,71.5,34.6,632223,393.91,10,0
1919,75007,2212,4,1.3,2,1985,10983,2,0,1,3,Electric,497.44,71,53.5,19.9,491063,222.0,40,0
1920,75010,1726,3,1.9,1,1985,1227,2,1,1,3,Gas,0.0,143,60.4,36.2,802519,464.96,40,0
1921,75010,2558,3,2.3,1,1978,694,1,0,1,5,Gas,0.0,101,85.7,76.1,929349,363.31,47,0
1922,75010,2318,3,2.1,1,1988,7238,3,0,0,3,None,0.0,158,75.5,28.1,842078,363.28,37,0
1923,75009,2930,1,2.8,2,2002,15854,1,0,0,4,Gas,0.0,106,59.0,35.7,637259,217.49,23,0
1924,75013,2078,5,1.3,2,2008,5849,2,0,1,4,Electric,0.0,34,61.1,30.3,956645,460.37,17,0
1925,75002,1951,8,3.0,2,2022,9198,0,0,1,4,Electric,132.7,64,52.4,48.0,786266,403.01,3,1
1926,75013,2026,8,1.8,1,1986,2696,1,1,1,5,None,0.0,63,65.3,44.7,954227,470.99,39,0
1927,75013,3680,4,2.9,2,2001,8889,1,0,1,3,Electric,0.0,7,71.2,47.3,1472099,400.03,24,0
1928,75001,2414,5,3.2,2,1961,2963,1,0,0,3,Gas,0.0,6,56.4,42.3,862312,357.21,64,0
1929,75007,2067,1,2.6,2,1963,8324,0,0,1,4,Gas,0.0,151,58.1,36.5,584938,282.99,62,0
1930,75010,2543,4,3.1,2,2024,797,0,0,0,1,None,187.4,103,44.2,45.4,846368,332.82,1,1
1931,75009,1860,3,3.1,1,1988,1925,2,0,0,3,Solar,332.61,190,56.5,19.8,481493,258.87,37,0
1932,75013,2215,4,1.3,2,2012,8771,2,0,1,4,Solar,0.0,179,64.4,69.1,858300,387.49,13,0
1933,75010,2611,3,2.0,2,1999,2858,2,0,0,1,Electric,492.54,31,91.4,0.0,1024497,392.38,26,0
1934,75009,449,3,2.9,2,1974,5721,2,0,0,5,Gas,0.0,55,58.6,27.2,271139,603.87,51,0
1935,75013,1207,5,3.6,1,2010,4456,3,0,1,2,Solar,587.59,86,64.2,48.3,653428,541.37,15,0
1936,75013,1254,5,3.8,2,2018,11539,2,0,1,2,Electric,0.0,135,79.7,45.8,601431,479.61,7,0
1937,75010,1798,2,3.3,1,2001,13299,1,1,1,3,Gas,0.0,93,46.9,35.8,690977,384.3,24,0
1938,75007,1791,5,3.3,2,1981,10392,3,1,0,4,Solar,0.0,135,60.1,49.0,635915,355.06,44,0
1939,75010,2274,3,2.5,1,2013,7566,2,0,1,5,Electric,0.0,152,71.2,50.4,829886,364.95,12,0
1940,75013,2403,2,3.2,1,2002,4028,2,0,0,4,Gas,0.0,11,48.5,49.5,943357,392.57,23,0
1941,75002,2885,5,2.1,2,1950,6735,3,1,0,3,Electric,306.58,163,78.6,38.8,988849,342.76,75,0
1942,75007,1810,1,2.6,2,1989,3400,2,0,1,3,Electric,0.0,61,48.8,14.2,523533,289.24,36,0
1943,75010,1765,5,2.1,2,2013,4130,2,0,0,2,Electric,0.0,36,64.4,40.7,753756,427.06,12,0
1944,75009,1716,2,3.9,2,1986,3693,0,0,1,3,Gas,468.93,164,64.6,22.3,417798,243.47,39,0
1945,75010,1464,4,3.0,1,2019,1897,3,0,0,3,Solar,0.0,99,79.4,32.8,713430,487.32,6,0
1946,75002,2120,3,3.8,1,1984,5174,0,0,1,3,Gas,0.0,169,88.6,39.6,734313,346.37,41,0
1947,75001,1269,2,2.6,1,1983,6060,2,0,0,3,Gas,0.0,197,77.1,36.4,507930,400.26,42,0
1948,75007,2693,3,2.9,2,1979,6411,3,0,0,4,Solar,551.8,187,83.5,43.2,725240,269.31,46,0
1949,75010,2160,3,1.4,1,1995,8822,1,0,0,2,Gas,0.0,153,72.0,44.0,915671,423.92,30,0
1950,75009,2492,6,3.5,2,2004,8199,2,0,0,5,Gas,0.0,64,76.7,35.7,626800,251.52,21,0
1951,75009,2973,1,2.3,2,1977,12762,1,0,1,4,Gas,0.0,84,61.5,48.4,654941,220.3,48,0
1952,75001,640,5,1.5,1,2021,12833,1,0,0,4,Electric,0.0,95,77.9,40.4,413279,645.75,4,1
1953,75007,1920,1,2.2,2,1965,11680,2,0,1,4,Gas,0.0,193,71.6,33.7,619101,322.45,60,0
1954,75002,1641,5,2.8,1,1968,7812,2,1,1,3,Gas,0.0,94,65.0,56.6,613843,374.07,57,0
1955,75010,2278,6,2.4,2,1952,7728,2,0,1,3,Electric,583.88,25,70.1,52.5,831703,365.1,73,0
1956,75009,2506,8,3.5,1,1972,2517,2,0,0,4,Electric,0.0,89,75.0,47.9,554363,221.21,53,0
1957,75009,2259,1,3.6,2,2003,18150,1,0,1,3,Solar,0.0,122,52.8,44.9,559264,247.57,22,0
1958,75009,2082,4,3.2,1,1969,6786,1,0,1,3,Gas,0.0,49,44.8,54.7,499289,239.81,56,0
1959,75006,1899,5,3.3,1,1984,7216,1,0,1,4,None,0.0,24,86.0,66.3,664305,349.82,41,0
1960,75001,2557,5,3.3,2,1954,3237,2,0,1,3,Electric,0.0,118,86.4,64.9,974625,381.16,71,0
1961,75007,2018,6,3.4,1,1990,9171,1,0,0,3,Solar,0.0,22,60.5,41.9,604359,299.48,35,0
1962,75002,3019,6,1.6,2,1959,8048,2,0,0,3,Gas,0.0,99,58.0,51.3,1005772,333.15,66,0
1963,75009,1695,5,3.1,1,1983,640,3,1,0,3,Electric,472.96,198,80.1,62.8,434706,256.46,42,0
1964,75002,3097,3,3.3,1,1974,8722,0,0,1,3,Electric,0.0,197,58.0,46.8,1004593,324.38,51,0
1965,75002,1291,2,2.4,1,1995,4530,2,0,0,4,Gas,638.9,149,72.6,33.2,580882,449.95,30,0
1966,75006,2164,6,1.5,2,2006,1599,2,0,0,4,Electric,773.45,138,51.8,44.5,620878,286.91,19,0
1967,75002,2048,3,2.3,1,1954,5657,2,0,1,3,Electric,0.0,106,71.0,70.3,625672,305.5,71,0
1968,75007,1579,5,2.1,2,1986,9481,1,0,0,5,Electric,0.0,78,71.3,37.2,537649,340.5,39,0
1969,75010,1188,3,2.5,1,2007,2663,0,0,1,3,Electric,0.0,77,59.2,42.3,499487,420.44,18,0
1970,75013,2559,4,1.0,1,2006,8978,1,0,0,3,Solar,0.0,117,82.1,43.2,1070442,418.3,19,0
1971,75001,2001,2,2.3,1,1963,2110,2,0,1,3,Gas,0.0,100,55.0,33.5,797699,398.65,62,0
1972,75006,2574,4,1.8,2,2020,3562,0,0,1,2,Gas,692.42,194,55.3,41.9,794524,308.67,5,1
1973,75009,3071,3,3.6,1,2009,9329,1,0,1,3,Gas,0.0,27,46.4,48.8,728949,237.37,16,0
1974,75002,2406,8,1.3,2,1952,6598,1,1,1,1,Gas,303.83,175,71.8,32.2,727351,302.31,73,0
1975,75013,2578,4,2.4,1,1999,6285,0,0,0,5,Electric,0.0,188,63.6,60.4,1039422,403.19,26,0
1976,75010,1773,4,1.8,1,1990,4416,1,0,1,2,Electric,0.0,188,62.6,37.4,720781,406.53,35,0
1977,75002,2858,4,2.3,1,2018,8820,1,0,1,5,Electric,0.0,62,53.2,75.4,945617,330.87,7,0
1978,75001,2919,4,3.4,2,1996,5754,0,0,0,5,Gas,166.74,92,53.9,58.6,1191235,408.1,29,0
1979,75001,2343,3,3.2,1,1986,6641,2,0,0,1,Gas,0.0,156,46.1,33.1,849841,362.71,39,0
1980,75002,1870,2,2.0,2,2012,5462,1,0,0,3,Gas,0.0,5,89.4,28.0,599261,320.46,13,0
1981,75006,2033,7,2.3,2,1962,2017,1,0,0,4,Electric,0.0,48,65.2,55.7,572122,281.42,63,0
1982,75010,2094,2,2.3,1,1985,4316,1,0,1,5,Electric,63.02,65,52.9,45.8,728372,347.84,40,0
1983,75001,2281,7,2.6,1,2024,6216,1,0,1,3,Gas,0.0,88,61.6,56.0,922099,404.25,1,1
1984,75001,1997,4,3.0,2,1965,7227,2,0,0,2,Gas,0.0,21,62.8,37.0,788154,394.67,60,0
1985,75013,1828,1,2.3,1,1995,9169,1,0,0,5,Solar,269.4,41,90.2,21.6,683905,374.13,30,0
1986,75006,1900,6,3.3,1,1996,1960,2,0,1,3,Gas,0.0,113,74.8,40.2,662601,348.74,29,0
1987,75006,2004,2,3.0,1,1952,5454,1,1,0,5,Solar,0.0,174,82.7,16.4,721703,360.13,73,0
1988,75009,2737,5,2.6,2,1977,7435,3,0,0,5,Gas,0.0,189,82.4,20.2,678227,247.8,48,0
1989,75007,1443,1,1.2,1,1960,4887,1,0,0,2,Gas,0.0,22,71.5,44.6,413894,286.83,65,0
1990,75002,839,2,2.4,2,2016,15856,1,0,1,5,Gas,0.0,47,34.0,52.1,454750,542.01,9,0
1991,75010,1091,5,2.3,1,1964,9458,1,0,0,3,Electric,0.0,46,66.6,50.9,508306,465.91,61,0
1992,75010,2137,5,2.3,1,1954,7859,2,0,0,3,Solar,0.0,94,64.2,13.2,852394,398.87,71,0
1993,75010,2169,5,1.8,1,2011,4452,0,0,1,1,Solar,0.0,78,64.5,58.7,768854,354.47,14,0
1994,75010,2705,4,1.4,2,1999,6858,2,0,1,4,Gas,0.0,26,44.6,68.3,911345,336.91,26,0
1995,75010,3492,7,1.7,2,1992,7076,2,0,0,4,Electric,0.0,12,57.4,34.1,1367476,391.6,33,0
1996,75002,1904,7,1.7,1,1970,12325,2,0,1,4,Gas,0.0,44,82.7,39.1,810322,425.59,55,0
1997,75010,2638,7,2.5,1,1975,14394,2,0,1,4,Gas,0.0,150,73.6,61.3,1079981,409.39,50,0
1998,75002,1654,7,1.9,1,1989,8821,1,0,0,3,Electric,531.05,38,66.1,26.8,601794,363.84,36,0
1999,75010,2664,6,3.0,2,1981,5308,2,0,0,2,Electric,342.96,185,49.8,43.6,924815,347.15,44,0
2000,75001,2173,3,2.4,1,1969,11393,2,0,0,2,Gas,0.0,162,53.3,54.3,683244,314.42,56,0
2001,75007,1285,4,2.8,1,2004,7601,1,0,0,4,Electric,0.0,138,63.4,26.2,490228,381.5,21,0
2002,75006,2198,1,3.3,1,1980,7050,2,0,0,4,None,0.0,21,51.0,48.1,695346,316.35,45,0
2003,75001,2316,3,1.5,2,1966,8139,1,0,0,2,None,0.0,88,44.1,41.0,700960,302.66,59,0
2004,75013,2234,5,2.2,2,1974,6700,2,0,1,4,Electric,0.0,63,60.8,42.6,866086,387.68,51,0
2005,75010,1837,8,2.8,2,1977,9381,2,0,0,2,Gas,0.0,142,72.8,29.0,801562,436.34,48,0
2006,75010,2887,1,3.5,1,1955,8678,1,0,0,1,Gas,333.04,157,63.2,54.4,937540,324.75,70,0
2007,75010,2687,6,2.5,1,1989,1964,1,0,0,4,Solar,0.0,111,88.8,21.7,997893,371.38,36,0
2008,75006,2416,3,2.2,1,1975,632,1,0,1,5,Electric,0.0,43,77.7,89.0,643040,266.16,50,0
2009,75009,1586,2,3.3,2,1957,6643,2,0,1,3,Gas,0.0,60,55.6,23.2,450504,284.05,68,0
2010,75001,1768,6,2.0,1,1950,9191,1,0,1,5,Electric,0.0,172,65.8,56.1,694776,392.97,75,0
2011,75002,2497,5,2.6,1,1999,2810,1,1,1,3,Electric,596.71,195,50.3,44.7,869920,348.39,26,0
2012,75006,3027,4,2.1,1,1984,3620,2,0,0,1,Gas,0.0,127,79.7,37.5,700630,231.46,41,0
2013,75009,2623,5,2.8,2,1975,8201,0,0,1,2,Gas,773.26,81,91.7,66.5,628682,239.68,50,0
2014,75009,1895,3,3.1,2,2008,7617,1,0,0,5,Gas,0.0,179,54.8,35.6,531708,280.58,17,0
2015,75010,2099,6,1.8,2,2009,5770,2,0,0,5,Solar,0.0,182,50.8,30.0,759853,362.01,16,0
2016,75009,2746,3,3.6,2,2024,8222,1,0,0,3,Gas,0.0,160,49.4,32.7,664235,241.89,1,1
2017,75010,1226,2,2.7,1,2008,3824,2,0,1,3,Gas,0.0,77,86.0,33.8,543465,443.28,17,0
2018,75001,1162,3,3.5,2,1971,6608,1,0,1,3,Gas,0.0,98,86.1,38.2,551541,474.65,54,0
2019,75013,2635,2,2.7,1,1957,8806,1,0,0,2,Gas,0.0,20,68.0,27.2,904798,343.38,68,0
2020,75010,2087,1,2.8,2,2003,8725,1,0,1,4,Gas,0.0,98,88.3,29.9,722213,346.05,22,0
2021,75013,1440,3,3.1,1,1955,3635,2,1,0,3,Gas,0.0,16,59.7,40.1,670837,465.86,70,0
2022,75002,1891,6,2.7,2,2020,9383,1,1,1,3,Gas,0.0,122,41.5,31.1,641695,339.34,5,1
2023,75001,1794,3,2.5,2,2014,7967,2,0,1,2,Electric,0.0,124,77.7,47.0,692140,385.81,11,0
2024,75009,2307,3,2.3,1,2009,9261,0,1,1,2,None,765.82,47,81.4,53.9,562150,243.67,16,0
2025,75010,1930,3,2.4,1,2014,6643,1,0,1,4,Electric,0.0,117,66.8,63.2,813411,421.46,11,0
2026,75010,2266,8,2.9,2,1962,6895,2,0,1,2,Solar,0.0,83,45.9,32.4,842756,371.91,63,0
2027,75002,2955,4,1.0,2,1963,8059,1,0,0,3,Gas,0.0,11,54.1,64.2,813958,275.45,62,0
2028,75007,2120,8,1.9,1,1971,6452,3,1,1,2,Gas,0.0,135,92.7,17.8,607300,286.46,54,0
2029,75002,1941,5,2.5,1,1974,7283,1,0,0,4,Gas,0.0,103,75.0,30.7,722006,371.98,51,0
2030,75009,1697,5,1.9,1,1975,9176,1,0,0,4,Solar,255.77,55,54.6,39.0,527850,311.05,50,0
2031,75009,1719,5,1.5,1,1990,10542,2,0,0,3,Gas,0.0,54,53.3,33.8,465442,270.76,35,0
2032,75001,1940,5,2.1,2,1994,9196,2,0,0,4,Gas,0.0,57,68.3,0.0,770103,396.96,31,0
2033,75009,2617,4,1.7,1,1956,8813,2,0,0,4,Gas,0.0,21,35.3,17.3,726495,277.61,69,0
2034,75001,2478,4,1.2,1,1984,4232,1,0,1,4,Gas,0.0,99,81.5,61.2,802777,323.96,41,0
2035,75001,1117,8,3.3,2,1977,8162,2,0,1,4,Solar,206.92,61,53.5,43.1,616549,551.97,48,0
2036,75013,3128,8,3.4,1,1959,2155,2,0,0,3,Gas,698.81,86,49.2,37.8,1319284,421.77,66,0
2037,75002,1674,7,2.1,1,2006,10358,2,0,1,3,Gas,0.0,115,73.3,46.6,685781,409.67,19,0
2038,75007,1676,4,2.8,1,2020,8832,3,0,0,4,Solar,0.0,22,50.2,52.8,545469,325.46,5,1
2039,75013,1900,3,1.9,1,1952,7891,1,0,1,4,Solar,0.0,3,94.6,40.2,753080,396.36,73,0
2040,75009,3237,3,1.5,2,1967,11898,2,0,0,3,Gas,523.07,172,69.7,23.8,694376,214.51,58,0
2041,75006,2386,7,3.4,1,1983,13128,1,0,0,3,Electric,0.0,7,78.2,33.8,787142,329.9,42,0
2042,75013,2140,4,2.8,1,1969,7634,1,0,0,3,Electric,0.0,73,56.1,40.1,836542,390.91,56,0
2043,75002,1652,3,2.2,1,1991,9949,0,0,0,4,Electric,0.0,38,87.2,44.6,660271,399.68,34,0
2044,75007,2109,2,2.1,2,1980,12437,0,0,1,3,Gas,0.0,46,57.2,32.4,576186,273.2,45,0
2045,75009,3369,4,2.3,2,1955,7562,3,0,1,1,Gas,0.0,71,85.8,45.2,742036,220.25,70,0
2046,75009,2525,4,1.7,1,2004,8492,1,0,1,5,Gas,0.0,155,46.4,44.3,546637,216.49,21,0
2047,75001,1735,3,2.2,2,1956,5260,2,0,1,5,None,0.0,15,73.6,45.7,637022,367.16,69,0
2048,75006,1795,7,3.3,1,2004,6275,1,1,0,4,Gas,0.0,52,77.8,21.8,733846,408.83,21,0
2049,75009,2364,1,3.5,2,1976,9072,1,0,1,5,Gas,0.0,116,66.6,29.3,614688,260.02,49,0
2050,75007,2579,8,2.3,1,2007,4585,1,0,1,4,Gas,0.0,77,47.2,69.8,721135,279.62,18,0
2051,75010,1312,2,3.4,1,2021,5844,1,0,1,2,Electric,0.0,75,90.6,49.4,543153,413.99,4,1
2052,75010,2235,2,2.4,2,2002,7861,1,1,0,3,Gas,692.61,133,51.9,41.2,825541,369.37,23,0
2053,75013,2434,1,2.5,1,1956,5632,1,0,1,3,None,0.0,187,60.0,4.5,870046,357.46,69,0
2054,75002,2757,5,1.9,1,1984,7576,0,0,1,5,Solar,0.0,75,60.0,37.9,937864,340.18,41,0
2055,75002,1277,7,2.0,2,1998,300,1,0,1,3,Electric,0.0,187,61.6,35.5,562860,440.77,27,0
2056,75002,3384,6,1.7,1,2005,8887,1,0,1,3,Gas,0.0,3,76.7,40.4,1054610,311.65,20,0
2057,75010,1757,4,2.5,2,2014,2902,1,0,0,1,Electric,0.0,30,59.9,66.8,723639,411.86,11,0
2058,75002,1737,4,2.1,2,1998,8304,2,0,1,5,Solar,0.0,157,73.5,43.4,627797,361.43,27,0
2059,75010,1700,1,2.7,2,2023,10703,2,0,1,5,Gas,0.0,83,64.7,53.6,792481,466.17,2,1
2060,75010,2353,1,3.4,1,2023,8525,1,0,1,3,Solar,0.0,129,63.1,52.9,970429,412.42,2,1
2061,75001,1444,3,1.8,1,1962,5837,3,0,0,4,Gas,692.98,70,74.1,21.7,633506,438.72,63,0
2062,75010,3042,3,3.5,2,1979,7508,1,0,0,3,Gas,0.0,107,40.8,58.1,1026255,337.36,46,0
2063,75006,1724,4,3.4,2,1990,10341,1,0,0,3,Gas,254.65,26,32.5,22.7,591065,342.85,35,0
2064,75002,2075,3,3.1,1,1958,3656,1,0,0,4,Electric,0.0,179,61.8,29.3,675002,325.3,67,0
2065,75002,1328,5,2.1,1,1959,12375,1,0,0,4,Gas,0.0,53,76.5,41.4,576156,433.85,66,0
2066,75013,1687,7,2.4,1,2010,2888,2,0,1,4,Gas,0.0,78,81.3,20.5,817451,484.56,15,0
2067,75009,792,6,3.2,1,1987,3206,1,0,1,3,Solar,180.21,128,70.7,17.1,330378,417.14,38,0
2068,75009,1983,2,1.6,2,2004,8949,2,0,0,1,Gas,0.0,2,53.5,28.3,447135,225.48,21,0
2069,75002,1938,4,2.9,2,1976,12569,2,0,1,4,Gas,0.0,14,59.8,45.3,749069,386.52,49,0
2070,75006,943,6,1.7,1,1975,8742,2,0,1,3,Gas,289.17,171,50.8,55.7,340126,360.69,50,0
2071,75010,1889,3,3.3,1,2021,10766,1,0,1,2,Electric,0.0,106,67.0,44.7,766885,405.97,4,1
2072,75006,2302,6,1.9,2,2012,5115,1,0,0,4,Solar,0.0,67,78.5,46.9,658067,285.87,13,0
2073,75010,2813,3,2.6,1,1994,5845,1,0,1,3,Solar,0.0,125,70.3,28.8,929725,330.51,31,0
2074,75002,1455,2,2.5,1,1995,4479,2,0,0,1,Gas,120.25,94,69.5,40.6,508385,349.41,30,0
2075,75010,909,3,1.7,2,1951,7607,2,0,0,4,Gas,107.19,177,55.0,23.8,531060,584.22,74,0
2076,75001,1926,2,2.3,1,1997,8979,1,0,0,1,Solar,0.0,69,45.4,60.6,603184,313.18,28,0
2077,75010,3077,3,2.9,1,2008,9162,1,0,1,4,Electric,88.23,165,46.1,61.9,922247,299.72,17,0
2078,75010,1808,4,1.0,2,1976,5129,3,0,1,3,Electric,0.0,33,71.0,46.1,665684,368.19,49,0
2079,75013,1717,4,2.3,2,1951,6673,0,0,1,1,Electric,0.0,74,58.3,65.5,706621,411.54,74,0
2080,75001,2650,5,1.9,1,2022,9390,3,0,0,4,Solar,67.2,169,73.8,62.5,994391,375.24,3,1
2081,75001,1772,4,3.8,1,1991,8379,2,0,0,2,Gas,0.0,82,87.5,53.7,754122,425.58,34,0
2082,75001,1783,5,2.3,2,1996,10517,3,0,1,3,Electric,0.0,149,53.3,19.4,689099,386.48,29,0
2083,75001,1591,7,3.4,2,1991,2805,3,0,0,2,Gas,0.0,134,52.6,49.8,648361,407.52,34,0
2084,75010,2069,1,1.9,2,1993,9815,3,0,1,2,Gas,0.0,193,52.0,18.5,774828,374.49,32,0
2085,75009,1989,5,2.0,1,1958,8264,2,1,1,3,Gas,0.0,95,81.1,59.7,535625,269.29,67,0
2086,75009,2098,8,2.9,1,1975,5876,3,0,1,4,Electric,0.0,64,83.7,36.0,567330,270.41,50,0
2087,75006,2062,3,2.0,2,2019,10126,2,1,0,2,Gas,475.6,175,78.9,54.7,691699,335.45,6,0
2088,75001,1066,3,2.8,2,2024,6575,2,0,1,2,Gas,0.0,140,17.5,52.2,553863,519.57,1,1
2089,75007,2389,6,1.9,2,1969,4502,1,0,1,3,Electric,0.0,168,60.0,45.1,686213,287.24,56,0
2090,75002,1165,5,4.0,2,2012,4253,2,0,1,2,Gas,0.0,15,64.7,61.7,494531,424.49,13,0
2091,75013,1820,6,2.0,2,2019,9018,2,1,1,5,Gas,0.0,50,58.8,20.2,985334,541.39,6,0
2092,75013,2751,8,2.2,1,2001,2984,2,0,1,5,Electric,0.0,88,67.3,44.6,1103883,401.27,24,0
2093,75006,2357,4,1.8,2,2005,4338,1,0,1,3,None,0.0,131,73.3,65.6,706152,299.6,20,0
2094,75001,2919,4,2.1,1,2004,3269,1,0,1,4,Gas,0.0,27,67.5,34.5,958278,328.29,21,0
2095,75001,1712,3,2.6,1,2017,7166,1,0,0,3,Gas,0.0,168,62.4,40.7,684244,399.68,8,0
2096,75009,1667,4,2.3,2,1962,9420,3,0,0,2,Gas,432.1,199,36.0,19.5,447004,268.15,63,0
2097,75010,2705,3,2.0,1,1987,6751,2,0,1,4,Electric,0.0,98,63.0,18.6,853872,315.66,38,0
2098,75006,2090,6,3.0,1,2018,5286,2,0,0,2,Gas,0.0,81,53.4,18.6,600399,287.27,7,0
2099,75010,3246,7,2.9,2,1952,2840,1,0,0,4,Electric,0.0,13,47.1,54.3,1216510,374.77,73,0
2100,75013,1448,1,1.9,2,1980,7171,2,0,1,2,Gas,529.46,114,77.3,40.1,572612,395.45,45,0
2101,75009,2440,6,3.0,1,2014,3735,0,0,0,4,Electric,0.0,119,78.4,21.8,620995,254.51,11,0
2102,75001,2382,3,3.0,1,1980,6938,1,0,1,2,Electric,0.0,142,42.3,23.9,1059924,444.97,45,0
2103,75009,2715,4,4.5,2,1987,7859,1,0,0,4,Solar,0.0,127,72.3,50.1,683463,251.74,38,0
